television presenter
presenter
journalist
opinion journalist
news presenter
sports journalist
music journalist
photojournalist
video game journalist
broadcast journalist
political journalist
weather presenter
television journalist
print journalist
video journalist
science journalist
medical journalist
radio journalist
Wirtschaftsjournalist
journalist
columnist
opinion journalist
reporter
newspaper editor
photojournalist
editor-in-chief
editor
political journalist
correspondent
war correspondent
announcer
contributing editor
